seriesuid,coordX,coordY,coordZ,diameter_mm,file,probability
LKDS-01067,59.0422036489,-241.405384868,-96.1014755167,9.20210491132,LKDS-01067_orig.npy,0.066
LKDS-01067,93.5104935049,-205.4552448,-94.8737754412,7.75289200912,LKDS-01067_orig.npy,0.012
LKDS-01067,37.2586068025,-232.387774046,-89.1325290088,14.4047338977,LKDS-01067_orig.npy,0.009
LKDS-01067,-187.300609509,-40.6125483025,-66.300005436,6.45763504021,LKDS-01067_orig.npy,0.005
LKDS-01067,-42.4216285506,-188.816162423,-45.3000057936,5.01397046127,LKDS-01067_orig.npy,0.005
LKDS-01067,-39.6233910132,-175.268518215,-43.4905718622,6.72149944853,LKDS-01067_orig.npy,0.005
LKDS-01067,-49.3587355335,-175.414409232,-43.2000058294,7.00526594964,LKDS-01067_orig.npy,0.005
LKDS-01068,76.2319941602,92.0149936485,-613.0,4.09670437953,LKDS-01068_orig.npy,0.005
LKDS-01068,72.7631316446,106.518830433,-596.115986395,17.7739069697,LKDS-01068_orig.npy,0.118
LKDS-01068,-77.3083132992,117.01771157,-586.352221667,15.6396648576,LKDS-01068_orig.npy,0.005
LKDS-01068,55.2925291908,18.4472730771,-594.338125666,12.1494231043,LKDS-01068_orig.npy,0.044
LKDS-01068,17.6454953334,7.87949533343,-568.5,5.56008326889,LKDS-01068_orig.npy,0.022
LKDS-01068,57.7900859929,10.9952269783,-552.890243902,6.7912295234,LKDS-01068_orig.npy,0.005
LKDS-01068,77.4179556749,-37.3903499138,-551.5,5.30109182127,LKDS-01068_orig.npy,0.021
LKDS-01068,-22.6486617544,-27.3373197508,-548.657894737,6.01592033231,LKDS-01068_orig.npy,0.005
LKDS-01068,-19.8662463903,-28.8816285123,-539.153846154,13.1697496434,LKDS-01068_orig.npy,0.005
LKDS-01068,72.2674942396,69.1739859092,-535.975409836,6.15347446553,LKDS-01068_orig.npy,0.005
LKDS-01068,-43.0906434503,22.733155036,-519.5,6.59220765051,LKDS-01068_orig.npy,0.005
LKDS-01068,-44.1773299591,20.6899542606,-515.5,6.54796331304,LKDS-01068_orig.npy,0.005
LKDS-01068,58.6570091107,-10.1424203641,-501.5,9.22460403489,LKDS-01068_orig.npy,0.005
LKDS-01068,95.1734937808,31.2259948659,-498.5,4.09670437953,LKDS-01068_orig.npy,0.005
LKDS-01068,49.1638144902,-35.7424560898,-478.17844523,8.14571612592,LKDS-01068_orig.npy,0.005
LKDS-01068,-39.6195035198,-26.9200039697,-474.5,4.09670437953,LKDS-01068_orig.npy,0.005
LKDS-01068,84.6091327207,60.792965372,-472.939306358,6.91325368177,LKDS-01068_orig.npy,0.067
LKDS-01068,77.1807633719,58.0400199699,-459.5,6.0682353089,LKDS-01068_orig.npy,0.005
LKDS-01068,74.0294942043,46.202994566,-446.5,7.30371550828,LKDS-01068_orig.npy,0.005
LKDS-01068,-58.6410940479,55.0530398433,-443.5,5.01397046127,LKDS-01068_orig.npy,0.005
LKDS-01068,49.8019946895,47.5244945395,-442.5,4.09670437953,LKDS-01068_orig.npy,0.005
LKDS-01068,69.596963043,65.8878379217,-425.5,5.68099233846,LKDS-01068_orig.npy,0.005
LKDS-01068,59.4129035879,67.42708505,-423.5,5.01397046127,LKDS-01068_orig.npy,0.005
LKDS-01068,-43.9549508014,-34.7562669706,-418.5,4.77483913203,LKDS-01068_orig.npy,0.005
LKDS-01068,-61.2040030875,22.4159950423,-399.5,3.7221029454,LKDS-01068_orig.npy,0.024
LKDS-01068,-104.391625699,55.4740240247,-386.682939567,33.7366393412,LKDS-01068_orig.npy,0.968
LKDS-01068,78.2643903248,0.851160652748,-379.167410714,11.9610634937,LKDS-01068_orig.npy,0.005
LKDS-01068,96.7467080351,34.9073162207,-377.5,5.43367369667,LKDS-01068_orig.npy,0.005
LKDS-01068,-80.9201751065,63.367304567,-370.120689655,5.49760513463,LKDS-01068_orig.npy,0.005
LKDS-01068,98.292952902,-9.89333084127,-360.5,6.54796331304,LKDS-01068_orig.npy,0.005
LKDS-01068,9.27599550103,-13.6531807059,-354.911764706,4.60105245566,LKDS-01068_orig.npy,0.068
LKDS-01068,103.291279333,-12.1667502969,-354.5,7.12012678974,LKDS-01068_orig.npy,0.005
LKDS-01068,-92.794145312,-13.7050042343,-353.0,5.43367369667,LKDS-01068_orig.npy,0.005
LKDS-01068,108.080974654,-15.1179287343,-350.311320755,6.72149944853,LKDS-01068_orig.npy,0.005
LKDS-01068,-96.4440023818,-18.1100041461,-348.5,6.36470650768,LKDS-01068_orig.npy,0.005
LKDS-01068,116.890068303,-20.6749598017,-340.49318569,10.3883480793,LKDS-01068_orig.npy,0.005
LKDS-01068,42.3527174414,-92.922591689,-336.924657534,8.23116693646,LKDS-01068_orig.npy,0.005
LKDS-01068,124.35552785,-27.0246772349,-333.5,8.33325494561,LKDS-01068_orig.npy,0.005
LKDS-01068,105.736856314,-82.7684930473,-288.5,6.63586592714,LKDS-01068_orig.npy,0.177
LKDS-01068,100.563889627,-95.7449447879,-286.060693642,8.71015383692,LKDS-01068_orig.npy,0.005
LKDS-01068,-41.2331080974,-89.9130647649,-283.287234043,10.2508566561,LKDS-01068_orig.npy,0.051
LKDS-01068,-39.2580957963,-81.9759118447,-252.340399002,11.5272376984,LKDS-01068_orig.npy,0.005
LKDS-01068,-21.2854133415,-72.8329175957,-232.415636364,17.3824647429,LKDS-01068_orig.npy,0.005
LKDS-01068,-25.0298400188,-82.7647700927,-221.767241379,6.05089739924,LKDS-01068_orig.npy,0.006
LKDS-01068,-57.7874421803,-46.3020035815,-220.5,6.17024150881,LKDS-01068_orig.npy,0.005
LKDS-01068,-50.1915033081,-32.646503855,-217.5,6.84599986869,LKDS-01068_orig.npy,0.018
LKDS-01068,-58.0185154666,-22.9316345914,-202.68226601,7.29176177904,LKDS-01068_orig.npy,0.005
LKDS-01068,17.7165437191,-74.1245514114,-201.5,5.62118797776,LKDS-01068_orig.npy,0.006
LKDS-01069,128.267924175,283.877960031,302.5,6.17024150881,LKDS-01069_orig.npy,0.005
LKDS-01069,-12.1425539852,298.602851041,310.354092527,10.2387254534,LKDS-01069_orig.npy,0.005
LKDS-01069,-63.6474369707,326.184165872,314.805210918,9.16436000428,LKDS-01069_orig.npy,0.005
LKDS-01069,59.383815457,325.312386471,320.088235294,4.60105245566,LKDS-01069_orig.npy,0.005
LKDS-01069,-63.103306082,328.338584117,328.385022693,10.8077248364,LKDS-01069_orig.npy,0.005
LKDS-01069,-28.0775497468,137.879526608,353.822973406,18.1314157143,LKDS-01069_orig.npy,0.005
LKDS-01069,129.929116596,272.657083846,367.897515528,9.73455648532,LKDS-01069_orig.npy,0.008
LKDS-01069,112.030208595,275.180308812,388.308114035,15.1591693223,LKDS-01069_orig.npy,0.011
LKDS-01069,-74.0175408124,145.125053406,393.5,6.59220765051,LKDS-01069_orig.npy,0.005
LKDS-01069,-75.4331827693,194.755024619,395.204980843,7.92891864314,LKDS-01069_orig.npy,0.005
LKDS-01069,2.44267706933,82.0547903415,405.240134745,12.5662484429,LKDS-01069_orig.npy,0.055
LKDS-01069,56.3595701946,221.712169821,422.183453237,6.4269569764,LKDS-01069_orig.npy,0.005
LKDS-01069,2.88678288471,83.2597974539,423.5,4.09670437953,LKDS-01069_orig.npy,0.333
LKDS-01069,58.0512873158,211.03320664,430.876865672,7.99917854578,LKDS-01069_orig.npy,0.005
LKDS-01069,-64.8992790637,104.704802413,443.5,5.62118797776,LKDS-01069_orig.npy,0.005
LKDS-01069,-60.6874580383,100.691444159,447.5,3.7221029454,LKDS-01069_orig.npy,0.005
LKDS-01069,50.0775545519,222.439533496,447.5,5.56008326889,LKDS-01069_orig.npy,0.005
LKDS-01069,-57.7821835875,96.1151621806,449.5,5.90847013106,LKDS-01069_orig.npy,0.005
LKDS-01069,-57.7427454728,214.545696062,450.727272727,8.17439846162,LKDS-01069_orig.npy,0.005
LKDS-01069,-59.8918465475,327.334446,457.844537815,7.68881559154,LKDS-01069_orig.npy,0.005
LKDS-01069,57.232504964,325.935663343,459.5,4.50900660715,LKDS-01069_orig.npy,0.005
LKDS-01069,51.4158173095,169.267014801,462.795060936,14.3863017164,LKDS-01069_orig.npy,0.19
LKDS-01069,-59.3202700614,210.079141454,462.5,6.76350991072,LKDS-01069_orig.npy,0.005
LKDS-01069,-96.0271957426,85.1759321184,478.5,5.73956339876,LKDS-01069_orig.npy,0.798
LKDS-01069,78.0821216108,85.6523764134,479.5,3.7221029454,LKDS-01069_orig.npy,0.005
LKDS-01069,-31.6890983251,163.773757894,493.917095778,19.502645784,LKDS-01069_orig.npy,0.023
LKDS-01069,11.1841995717,339.353300027,487.918719212,7.29176177904,LKDS-01069_orig.npy,0.005
LKDS-01069,-14.54486382,338.923949123,487.5,4.31270967107,LKDS-01069_orig.npy,0.005
LKDS-01069,-91.7214594224,142.661284086,499.190621194,11.617557882,LKDS-01069_orig.npy,0.005
LKDS-01069,-77.005425362,148.521409176,510.571811361,15.2746407852,LKDS-01069_orig.npy,0.005
LKDS-01069,44.2424482152,196.068744263,512.5,10.3409390998,LKDS-01069_orig.npy,0.005
LKDS-01069,-36.912059121,168.121155176,520.5,6.59220765051,LKDS-01069_orig.npy,0.005
LKDS-01069,-97.513327737,152.754844373,526.5,5.62118797776,LKDS-01069_orig.npy,0.005
LKDS-01069,-74.7542367409,178.603956801,528.961706783,12.0406294484,LKDS-01069_orig.npy,0.005
LKDS-01069,-106.602620797,154.913703445,533.062737643,7.94911979706,LKDS-01069_orig.npy,0.005
LKDS-01069,-46.6737812757,171.44342196,533.5,4.50900660715,LKDS-01069_orig.npy,0.005
LKDS-01069,-86.1171544074,182.75051725,541.947252747,12.0230390224,LKDS-01069_orig.npy,0.005
LKDS-01069,-50.7753452062,177.253970862,542.5,4.09670437953,LKDS-01069_orig.npy,0.005
LKDS-01069,56.9506473174,102.405424075,545.451983299,9.7076094783,LKDS-01069_orig.npy,0.095
LKDS-01069,36.9653589346,188.096418707,547.079881657,8.64249942505,LKDS-01069_orig.npy,0.005
LKDS-01069,68.4136029052,133.966911979,553.5,14.5354720613,LKDS-01069_orig.npy,0.024
LKDS-01069,70.3594442416,203.143480923,554.95754717,7.39796739418,LKDS-01069_orig.npy,0.005
LKDS-01069,41.8301499944,203.644996861,561.077844311,10.8457422719,LKDS-01069_orig.npy,0.005
LKDS-01069,80.409250082,75.2821101636,565.20212766,6.45763504021,LKDS-01069_orig.npy,0.083
LKDS-01069,51.1855860346,126.394459444,579.188657407,18.7582234031,LKDS-01069_orig.npy,0.078
LKDS-01069,46.25027216,71.825211097,581.818518519,9.17949522584,LKDS-01069_orig.npy,0.005
LKDS-01069,36.6885799952,72.2693391753,589.542253521,10.2750332943,LKDS-01069_orig.npy,0.01
LKDS-01069,95.8203285062,119.994165131,598.5,8.22175988033,LKDS-01069_orig.npy,0.099
LKDS-01071,158.018995756,113.381180374,-65.6052238806,6.34895221922,LKDS-01071_orig.npy,0.005
LKDS-01071,-169.90793959,224.550470546,-60.9214285714,7.37462980253,LKDS-01071_orig.npy,0.005
LKDS-01071,-174.085172014,116.71506177,-41.181598513,10.0908531134,LKDS-01071_orig.npy,0.005
LKDS-01071,-32.9026834725,174.159827972,-38.15,5.01397046127,LKDS-01071_orig.npy,0.48
LKDS-01071,-29.9871053702,184.746297035,-35.4691268191,12.2478206048,LKDS-01071_orig.npy,0.234
LKDS-01071,29.3043694736,180.653970862,-36.15,4.50900660715,LKDS-01071_orig.npy,0.071
LKDS-01071,-52.8001513497,121.767231573,-0.15,6.84599986869,LKDS-01071_orig.npy,0.006
LKDS-01071,167.452232176,132.242551768,5.24655172414,10.9952102693,LKDS-01071_orig.npy,0.005
LKDS-01071,23.9309263435,136.450417283,4.11923076923,7.3511435613,LKDS-01071_orig.npy,0.005
LKDS-01071,-39.8822355392,162.456871224,62.85,13.9715051459,LKDS-01071_orig.npy,0.01
LKDS-01071,-94.882798035,59.5077776944,79.2619241192,8.89902816477,LKDS-01071_orig.npy,0.005
LKDS-01071,69.4379520195,128.491339261,83.85,7.0822530586,LKDS-01071_orig.npy,0.005
LKDS-01071,-35.0066338591,107.897627971,141.195679012,9.17949522584,LKDS-01071_orig.npy,0.005
LKDS-01071,-82.7366852283,166.708653498,145.85,4.41304101503,LKDS-01071_orig.npy,0.005
LKDS-01071,21.2298955373,156.595686926,164.560674157,8.79327101335,LKDS-01071_orig.npy,0.005
LKDS-01071,60.5124327375,214.946143112,180.556485188,28.7864386346,LKDS-01071_orig.npy,0.995
LKDS-01071,80.1325086435,83.1864177988,189.001183971,10.1591625066,LKDS-01071_orig.npy,0.017
LKDS-01071,75.807749408,204.086053687,187.85,5.90847013106,LKDS-01071_orig.npy,0.005
LKDS-01071,80.6177387325,208.716380489,192.85,6.0682353089,LKDS-01071_orig.npy,0.005
LKDS-01071,-89.0903115762,222.732978593,195.35,5.90847013106,LKDS-01071_orig.npy,0.005
LKDS-01071,66.4725599532,131.547241665,225.0804038,9.29881964632,LKDS-01071_orig.npy,0.005
LKDS-01071,79.765634726,136.316201687,232.333547926,11.0109853415,LKDS-01071_orig.npy,0.005
LKDS-01071,93.2675518038,135.937495136,244.85,5.49760513463,LKDS-01071_orig.npy,0.005
LKDS-01071,-89.7300854372,89.4117014586,250.411965812,9.63272311293,LKDS-01071_orig.npy,0.005
LKDS-01071,-33.679494823,73.1122075016,266.85,5.01397046127,LKDS-01071_orig.npy,0.075
LKDS-01071,28.9343830366,70.2006865266,276.85,8.22175988033,LKDS-01071_orig.npy,0.005
LKDS-01073,60.1091370821,-20.5966505641,-225.80000025,4.77483913203,LKDS-01073_orig.npy,0.005
LKDS-01073,48.154085897,-5.29200496946,-210.125095286,13.6065720097,LKDS-01073_orig.npy,0.005
LKDS-01073,54.5267466589,-168.944071838,-202.775676318,5.96267930709,LKDS-01073_orig.npy,0.005
LKDS-01073,-36.8083147805,10.2887000912,-195.401594394,7.82633378901,LKDS-01073_orig.npy,0.005
LKDS-01073,186.881633566,-46.1159983615,-168.659292709,14.5384845944,LKDS-01073_orig.npy,0.156
LKDS-01073,-57.7583769658,-126.923202325,-160.700001359,6.92654843313,LKDS-01073_orig.npy,0.005
LKDS-01073,-79.445875998,-149.389650853,-150.598926262,8.10715594554,LKDS-01073_orig.npy,0.005
LKDS-01073,62.9289551779,-93.9949040158,-144.897751704,31.550899977,LKDS-01073_orig.npy,0.995
LKDS-01073,52.0512736721,-180.29817401,-144.228573068,8.24991681203,LKDS-01073_orig.npy,0.005
LKDS-01073,-90.8128304112,-124.500695956,-115.283697785,5.60096770238,LKDS-01073_orig.npy,0.005
LKDS-01073,-205.68145693,-56.7215455627,-98.7007836648,6.25274113437,LKDS-01073_orig.npy,0.005
LKDS-01073,79.8509083998,-155.210919706,-96.0384563749,12.4441197393,LKDS-01073_orig.npy,0.005
LKDS-01073,95.8886486083,-163.167638126,-86.2960291162,8.32407734463,LKDS-01073_orig.npy,0.005
LKDS-01073,-31.4482893182,-131.471422541,-62.9477464916,9.29881964632,LKDS-01073_orig.npy,0.024
LKDS-01073,-86.9347888004,-134.010490511,-59.5358775213,7.52376831584,LKDS-01073_orig.npy,0.005
LKDS-01073,-38.7652588682,-226.165980678,-53.1797505965,20.382886625,LKDS-01073_orig.npy,0.025
LKDS-01073,82.5925513207,-130.584517099,-53.2344668143,14.5775344307,LKDS-01073_orig.npy,0.005
LKDS-01073,-83.7410091362,-181.3960829,-53.1612493665,22.8062721398,LKDS-01073_orig.npy,0.02
LKDS-01073,-177.882743489,-43.1187311245,-48.7000032664,5.30109182127,LKDS-01073_orig.npy,0.005
LKDS-01073,-104.815646579,-139.053001038,-46.7488720779,7.50120815547,LKDS-01073_orig.npy,0.005
LKDS-01073,-180.075892949,-42.6158840576,-44.6627940328,7.89842250088,LKDS-01073_orig.npy,0.005
LKDS-01073,94.7404229993,-141.363554901,-36.8137011746,14.1454421559,LKDS-01073_orig.npy,0.005
LKDS-01073,-100.239063964,-126.86927834,-32.2626978468,7.1700067122,LKDS-01073_orig.npy,0.005
LKDS-01073,-43.1382620874,-116.877067441,-26.3505024958,13.5513303073,LKDS-01073_orig.npy,0.005
LKDS-01073,-56.3656922097,-107.661495205,-27.4528265947,12.5903911506,LKDS-01073_orig.npy,0.005
LKDS-01073,97.9522841335,-179.498077898,-23.1069622042,28.2908843118,LKDS-01073_orig.npy,0.158
LKDS-01073,-90.6797319563,-116.071224224,-21.6023474778,6.25274113437,LKDS-01073_orig.npy,0.005
LKDS-01073,-53.0436578464,-103.351841033,-20.7449312787,9.73455648532,LKDS-01073_orig.npy,0.005
LKDS-01073,-45.4944597403,-111.365254152,-19.4647096466,5.79696284056,LKDS-01073_orig.npy,0.005
LKDS-01073,25.0427945372,-143.762184722,-15.9688991726,10.9529205811,LKDS-01073_orig.npy,0.076
LKDS-01073,-95.5956885681,-114.698714429,-15.803074002,7.57958466116,LKDS-01073_orig.npy,0.005
LKDS-01073,-122.542138617,-127.06840559,-14.6851890308,6.36470650768,LKDS-01073_orig.npy,0.005
LKDS-01073,-108.189940526,-115.509460458,-8.31732421551,8.36066716588,LKDS-01073_orig.npy,0.005
LKDS-01073,-66.3752071287,-100.615285658,-2.21965361987,11.5128466251,LKDS-01073_orig.npy,0.005
LKDS-01073,-55.3043760858,-99.4117828213,-1.80000406506,4.50900660715,LKDS-01073_orig.npy,0.005
LKDS-01073,-81.9702001057,-100.183462616,0.999995887255,4.41304101503,LKDS-01073_orig.npy,0.005
LKDS-01073,-70.8687651671,-93.9402678921,12.1703346801,6.08547470638,LKDS-01073_orig.npy,0.005
LKDS-01073,-39.1896909142,-221.728243899,20.1464324318,17.0210313601,LKDS-01073_orig.npy,0.038
LKDS-01073,69.5888179416,-215.675439359,26.1999954581,5.62118797776,LKDS-01073_orig.npy,0.005
LKDS-01073,49.639563258,-88.1976056865,26.8999954462,4.77483913203,LKDS-01073_orig.npy,0.005
LKDS-01073,88.264281764,-193.310634578,35.516312989,13.8298366455,LKDS-01073_orig.npy,0.005
LKDS-01073,56.5428470236,-231.396836011,34.3351304547,5.96267930709,LKDS-01073_orig.npy,0.005
LKDS-01073,58.9164824285,-231.699747642,38.0999952554,6.22000366996,LKDS-01073_orig.npy,0.014
LKDS-01073,68.6760783994,-226.241091029,38.3258017032,7.0822530586,LKDS-01073_orig.npy,0.056
LKDS-01073,-46.0555782227,-249.259114297,44.048089528,10.1714841226,LKDS-01073_orig.npy,0.068
LKDS-01073,100.360026397,-195.533077919,52.4887158745,25.6101668063,LKDS-01073_orig.npy,0.005
LKDS-01073,70.6668669006,-224.565483906,52.7999950051,6.26898209339,LKDS-01073_orig.npy,0.005
LKDS-01075,-72.1105064951,-152.409588957,-7.4264413872,9.86710585984,LKDS-01075_orig.npy,0.005
LKDS-01075,-38.9733827379,-35.5251676356,-5.52195128726,5.3902024448,LKDS-01075_orig.npy,0.005
LKDS-01075,-98.7555283006,-23.5687937902,16.359702438,12.7176155915,LKDS-01075_orig.npy,0.232
LKDS-01075,62.2794639101,-22.3372665414,15.6999995708,5.36820137364,LKDS-01075_orig.npy,0.005
LKDS-01075,-54.9232003698,-13.9649098167,21.9999994636,6.36470650768,LKDS-01075_orig.npy,0.005
LKDS-01075,-51.5093314313,-9.18567559458,26.2343131169,10.5337805535,LKDS-01075_orig.npy,0.005
LKDS-01075,-20.6059194756,-16.530571114,29.1755217294,8.61685387539,LKDS-01075_orig.npy,0.119
LKDS-01075,47.8853570563,-4.50894742948,34.376942258,9.03364238458,LKDS-01075_orig.npy,0.037
LKDS-01075,26.0741358535,-126.942744106,34.293387684,8.85053113566,LKDS-01075_orig.npy,0.106
LKDS-01075,2.16858071547,0.831431906979,39.4999991655,5.30109182127,LKDS-01075_orig.npy,0.038
LKDS-01075,-86.2181914925,-139.151663459,58.2739451679,51.2348889796,LKDS-01075_orig.npy,0.995
LKDS-01075,95.2023915444,-113.944400017,63.2999987602,6.31720692771,LKDS-01075_orig.npy,0.362
LKDS-01075,-39.2114735613,-150.582558013,64.6999987364,4.41304101503,LKDS-01075_orig.npy,0.005
LKDS-01075,-72.6802407274,-13.2211594352,66.0999987125,3.7221029454,LKDS-01075_orig.npy,0.03
LKDS-01075,-30.985866347,-17.8888832403,75.6462867596,9.56361942,LKDS-01075_orig.npy,0.06
LKDS-01075,-37.5133350058,-163.37262886,78.3874523778,11.5796999911,LKDS-01075_orig.npy,0.502
LKDS-01075,-66.1005853641,-22.3902071068,85.0890892982,7.48987700808,LKDS-01075_orig.npy,0.005
LKDS-01075,-61.5239850054,-20.8910852441,98.2999981642,3.7221029454,LKDS-01075_orig.npy,0.01
LKDS-01075,-58.4264651197,-22.4255888193,104.665053818,8.00911542375,LKDS-01075_orig.npy,0.005
LKDS-01075,-56.9144185181,-98.6423802119,107.109152944,10.2750332943,LKDS-01075_orig.npy,0.005
LKDS-01075,29.0969566013,-150.629830283,117.994913083,6.96612956909,LKDS-01075_orig.npy,0.005
LKDS-01075,36.6398530314,-116.342944032,118.276379734,7.24355037414,LKDS-01075_orig.npy,0.005
LKDS-01075,57.0112320414,-79.1127947936,119.299997807,4.85718012601,LKDS-01075_orig.npy,0.005
LKDS-01075,51.1553224099,-130.743091562,121.896771956,10.5794808244,LKDS-01075_orig.npy,0.005
LKDS-01075,-53.3576107906,-136.843651473,129.217340482,16.2409046674,LKDS-01075_orig.npy,0.005
LKDS-01075,-111.570005392,-88.0446738246,128.68591314,6.47286536794,LKDS-01075_orig.npy,0.005
LKDS-01075,-36.6442669889,-18.5457360298,129.09999764,5.01397046127,LKDS-01075_orig.npy,0.005
LKDS-01075,-87.7805966381,-186.388682016,131.245649777,7.60168270066,LKDS-01075_orig.npy,0.005
LKDS-01075,-54.5513251791,-189.978086031,137.499997497,4.09670437953,LKDS-01075_orig.npy,0.005
LKDS-01075,-58.3862880835,-79.8100607762,140.299997449,4.50900660715,LKDS-01075_orig.npy,0.005
LKDS-01075,-125.27475555,-110.795011564,145.768293652,10.8834950358,LKDS-01075_orig.npy,0.005
LKDS-01075,-50.6840148837,-194.916454383,144.734533456,7.18236881721,LKDS-01075_orig.npy,0.005
LKDS-01075,-72.5999184206,-92.4633875786,145.630634613,9.20210491132,LKDS-01075_orig.npy,0.005
LKDS-01075,0.532687448536,-18.1020213136,145.199997365,3.7221029454,LKDS-01075_orig.npy,0.005
LKDS-01075,2.08410425988,-18.2589061597,148.699997306,6.11966348389,LKDS-01075_orig.npy,0.005
LKDS-01075,3.50318283371,-18.4648842229,154.478568636,7.20696616269,LKDS-01075_orig.npy,0.005
LKDS-01075,50.4798556178,-195.895295295,155.416161575,8.86675579367,LKDS-01075_orig.npy,0.005
LKDS-01075,-89.4146243105,-92.3608484635,156.399997175,4.09670437953,LKDS-01075_orig.npy,0.005
LKDS-01075,-135.643358959,-118.647776009,157.449997157,4.85718012601,LKDS-01075_orig.npy,0.01
LKDS-01075,-56.2944901356,-190.073167756,159.899997115,5.01397046127,LKDS-01075_orig.npy,0.005
LKDS-01075,66.7635120151,-195.826148692,170.409477749,9.45805208459,LKDS-01075_orig.npy,0.005
LKDS-01075,-73.3967563844,-89.7386150442,172.190794452,8.53898647984,LKDS-01075_orig.npy,0.005
LKDS-01075,-76.2993832087,-87.0815488807,175.999996841,6.22000366996,LKDS-01075_orig.npy,0.005
LKDS-01075,-99.683916687,-92.9094327292,178.449996799,6.38038318802,LKDS-01075_orig.npy,0.005
LKDS-01075,-62.2192269938,-119.890204814,187.871041632,13.8064979183,LKDS-01075_orig.npy,0.006
LKDS-01075,59.7813485267,-133.920174722,190.045648776,7.05677710801,LKDS-01075_orig.npy,0.005
LKDS-01075,-103.397131482,-173.830955354,190.824441033,7.54619398741,LKDS-01075_orig.npy,0.005
LKDS-01075,63.9067606749,-133.929933494,194.0776514,9.52167318167,LKDS-01075_orig.npy,0.005
LKDS-01075,-99.1763480673,-80.1586937675,194.199996531,3.7221029454,LKDS-01075_orig.npy,0.005
LKDS-01075,-70.1716500798,-92.811329295,199.606513293,9.472264055,LKDS-01075_orig.npy,0.005
LKDS-01075,-35.4970549453,-129.799895407,204.655208217,16.5185197483,LKDS-01075_orig.npy,0.005
LKDS-01075,-60.1122365961,-109.875710842,210.20493453,9.75466926251,LKDS-01075_orig.npy,0.005
LKDS-01075,54.2855559275,-88.5892733756,211.699996233,5.01397046127,LKDS-01075_orig.npy,0.005
LKDS-01075,93.4854560292,-146.302787499,224.999996006,6.92654843313,LKDS-01075_orig.npy,0.005
LKDS-01075,-60.6115134725,-117.148223735,227.099995971,7.74228612445,LKDS-01075_orig.npy,0.005
LKDS-01075,-66.2065771685,-110.025852509,234.073783883,22.52246542,LKDS-01075_orig.npy,0.005
LKDS-01075,-96.4099486142,-122.289290932,231.910320937,9.99618662215,LKDS-01075_orig.npy,0.005
LKDS-01075,37.2416086531,-97.0701120963,235.260691553,16.8411478974,LKDS-01075_orig.npy,0.005
LKDS-01075,-75.573152783,-182.894160357,245.299995661,6.45763504021,LKDS-01075_orig.npy,0.009
LKDS-01075,-87.7323413967,-109.94303721,247.431620299,13.0024612184,LKDS-01075_orig.npy,0.005
LKDS-01075,-118.72401822,-125.711097714,253.475926043,9.16436000428,LKDS-01075_orig.npy,0.005
LKDS-01075,-96.1754564965,-108.861339027,252.299995542,7.67803182481,LKDS-01075_orig.npy,0.005
LKDS-01075,-58.4560146818,-103.181752451,256.017773256,8.44184376851,LKDS-01075_orig.npy,0.005
LKDS-01075,-59.0060800681,-101.677096731,262.099995375,5.90847013106,LKDS-01075_orig.npy,0.005
LKDS-01075,-126.883496324,-120.783611808,263.905258502,6.33311935495,LKDS-01075_orig.npy,0.005
LKDS-01075,38.3020336736,-92.7268551919,266.567437159,10.476091661,LKDS-01075_orig.npy,0.005
LKDS-01075,-108.949889892,-109.869315468,266.608469874,6.96612956909,LKDS-01075_orig.npy,0.005
LKDS-01075,-78.2558604374,-98.7661645298,279.375390764,13.8464590613,LKDS-01075_orig.npy,0.005
LKDS-01075,36.4922229377,-88.4885986081,273.610690366,7.09492259018,LKDS-01075_orig.npy,0.005
LKDS-01075,102.353228295,-199.135919264,275.004302019,11.2373367904,LKDS-01075_orig.npy,0.006
LKDS-01075,-98.7681621095,-96.9526303171,279.266187253,10.2387254534,LKDS-01075_orig.npy,0.005
LKDS-01075,91.1772651902,-92.0122154722,276.558615818,5.49760513463,LKDS-01075_orig.npy,0.005
LKDS-01075,47.8756246772,-83.9723117949,283.535709295,5.72017283408,LKDS-01075_orig.npy,0.005
LKDS-01075,-100.317798305,-94.5533626089,285.998513486,6.36470650768,LKDS-01075_orig.npy,0.005
LKDS-01075,100.20778524,-206.99476978,299.038932799,9.52167318167,LKDS-01075_orig.npy,0.005
LKDS-01075,-100.690198276,-92.1128902397,298.994112393,7.09492259018,LKDS-01075_orig.npy,0.005
LKDS-01075,80.397483822,-221.507074017,302.087556531,13.9289786438,LKDS-01075_orig.npy,0.011
LKDS-01075,-4.18910547638,-19.3226488789,315.670680042,14.7842936075,LKDS-01075_orig.npy,0.005
LKDS-01075,40.1178862654,-223.604009002,319.122792331,7.1700067122,LKDS-01075_orig.npy,0.005
LKDS-01077,-144.886417781,144.239141313,327.115412311,11.8032473874,LKDS-01077_orig.npy,0.005
LKDS-01077,-136.330456972,150.247258545,329.191008403,13.14768972,LKDS-01077_orig.npy,0.005
LKDS-01077,70.7794444773,155.76192182,322.714186047,13.5061124932,LKDS-01077_orig.npy,0.005
LKDS-01077,-118.688691747,264.271699405,323.86124424,7.45567617995,LKDS-01077_orig.npy,0.005
LKDS-01077,156.714459976,150.525408074,330.861139241,13.1292497382,LKDS-01077_orig.npy,0.005
LKDS-01077,-93.8077313855,299.382369198,328.17,9.04143673046,LKDS-01077_orig.npy,0.005
